hotel_name,hotel_desc,address,review_score,review_title,reviews
Metro Guest House,"Located in Yogyakarta, Metro Guest House is a 10-minute drive from the Sultan Palace and the lively Jalan Malioboro. It offers an outdoor swimming pool and free Wi-Fi in public areas.","Mergangsan, Yogyakarta


Show on map",7.3,Good,52 reviews
Manggar 3 Room - Mount View Apartment,Manggar 3 Room - Mount View Apartment offers accommodation in Palagan. The property boasts views of the mountain is 6 km from Yogyakarta. The kitchenette comes with a fridge.,"Yogyakarta


Show on map",8.1,Very good,7 reviews
Grand Puri Saron Yogyakarta,"Offering air-conditioned rooms in the Gedongtengen district of Yogyakarta, Grand Puri Saron Yogyakarta is 1.2 km from Malioboro Mall.","Gedongtengen, Yogyakarta


Show on map",8.0,Very good,45 reviews
Rosseno Villa,"Offering a private outdoor swimming pool and free all-day use of a car and driver, Rosseno Villa is located in Yogyakarta and only a 15-minute drive to the Keraton Yogyakarta Palace.","Yogyakarta


Show on map",9.6,Exceptional,97 reviews
OYO 2285 Art Guest House Syariah,OYO 2285 Art Guest House Syariah features air-conditioned rooms with cable flat-screen TV in the Mergangsan district of Yogyakarta.,"Mergangsan, Yogyakarta


Show on map",8.8,Fabulous,43 reviews
RedDoorz Plus near Alun Alun Selatan 2,"Located in Yogyakarta, 2.7 km from Scientific Park, RedDoorz Plus near Alun Alun Selatan 2 provides accommodation with free WiFi and free private parking.","Mantrijeron, Yogyakarta


Show on map",7.9,Good,93 reviews
RedDoorz Plus near Gembira Loka Zoo 2,"Set in Yogyakarta, 2.6 km from Sultan's Palace, RedDoorz Plus near Gembira Loka Zoo 2 offers accommodation with free WiFi and free private parking.","Umbulharjo, Yogyakarta


Show on map",9.0,Superb,10 reviews
SPOT ON 2419 Rumah Nugraha Hotel Syariah,"Centrally located in Yogyakarta, SPOT ON 2419 Rumah Nugraha Hotel Syariah offers cosy air-conditioned rooms with a private patio. This property has a 24-hour front desk and provides free parking.","Umbulharjo, Yogyakarta


Show on map",5.2,Review score,12 reviews
RedDoorz Plus near Stadion Mandala Krida,"Situated in Yogyakarta, 2.6 km from Scientific Park, RedDoorz Plus near Stadion Mandala Krida features accommodation with free WiFi and free private parking.","Umbulharjo, Yogyakarta


Show on map",7.3,Good,32 reviews
RedDoorz Syariah near Taman Pelangi Monjali,"Set in Yogyakarta, 5 km from Tugu Monument, RedDoorz Syariah near Taman Pelangi Monjali offers accommodation with free WiFi and free private parking.","Yogyakarta


Show on map",8.7,Fabulous,17 reviews
premier exclusive,"Located in Yogyakarta, 3.7 km from Scientific Park, premier exclusive provides accommodation with a shared lounge, free WiFi, a 24-hour front desk, and room service.","Kotagede, Yogyakarta


Show on map",8.8,Fabulous,6 reviews
RedDoorz near Terminal A Adisucipto Airport,"Set within 11 km of Tugu Monument and 13 km of Scientific Park, RedDoorz near Terminal A Adisucipto Airport offers rooms with air conditioning and a private bathroom in Yogyakarta.","Yogyakarta


Show on map",8.4,Very good,5 reviews
OYO 611 The Edwin Syariah,"Set in Yogyakarta, 3.2 km from Museum Sonobudoyo, OYO 611 The Edwin Syariah offers accommodation with a shared lounge, free private parking, a garden and a terrace.","Yogyakarta


Show on map",9.0,Superb,56 reviews
Ndalem Warungboto Homestay,"Set 4 km from Scientific Park, Ndalem Warungboto Homestay offers accommodation with a garden, a terrace and a 24-hour front desk for your convenience.","Umbulharjo, Yogyakarta


Show on map",8.4,Very good,36 reviews
Ayaartta Hotel Malioboro,"Set in Yogyakarta, 700 metres from Museum Sonobudoyo, Ayaartta Hotel Malioboro features an outdoor pool. Guests can enjoy the on-site restaurant.","Ngampilan, Yogyakarta


Show on map",8.3,Very good,336 reviews
Tembi Rumah Budaya,"Surrounded by tropical greenery and rice fields, Tembi Rumah Budaya offers wooden bungalows with free WiFi in a peaceful village. It features a pool, free parking and free airport shuttle.","Yogyakarta


Show on map",8.4,Very good,18 reviews
OYO 2627 Ratamya Co-living,"Well set in the Umbulharjo district of Yogyakarta, OYO 2627 Ratamya Co-living is located 2.7 km from Sultan's Palace, 2.7 km from Scientific Park and 2.9 km from Malioboro Mall.","Umbulharjo, Yogyakarta


Show on map",8.0,Very good,18 reviews
Choerniadi Tomo Villa,"Situated in Yogyakarta, 11 km from Scientific Park and 11 km from Sultan's Palace, Choerniadi Tomo Villa provides accommodation with amenities such as free WiFi and a flat-screen TV.","Yogyakarta


Show on map",9.2,Superb,4 reviews
ABRAKADABRA! ARTBNB,"Situated in Yogyakarta, 2.2 km from Museum Sonobudoyo, ABRAKADABRA! ARTBNB features free WiFi access and free private parking.","Mantrijeron, Yogyakarta


Show on map",9.2,Superb,544 reviews
OYO 3267 Omah Suryo,"Located within 1.9 km of Museum Sonobudoyo and 2.6 km of Scientific Park, OYO 3267 Omah Suryo provides rooms with air conditioning and a private bathroom in Yogyakarta.","Mantrijeron, Yogyakarta


Show on map",8.2,Very good,18 reviews
Ngomah Tentrem,"Boasting garden views, Ngomah Tentrem provides accommodation with a garden, barbecue facilities and a terrace, around 6 km from Scientific Park.","Yogyakarta


Show on map",9.5,Exceptional,4 reviews
Unique Homestay 443,"Located in Yogyakarta, 3.6 km from Malioboro Mall, Unique Homestay 443 provides accommodation with a shared lounge, free WiFi, a 24-hour front desk, and a shared kitchen.","Tegalrejo, Yogyakarta


Show on map",9.2,Superb,22 reviews
OYO 3778 Hotel Wisnugraha Syariah,OYO 3778 Hotel Wisnugraha Syariah features air-conditioned rooms with satellite TV in the Umbulharjo district of Yogyakarta.,"Umbulharjo, Yogyakarta


Show on map",7.5,Good,11 reviews
OYO 804 Ndalem Maharani Residence,"A 10-minute walk from Malioboro Street, Ndalem Maharani Residence features a small gym and simple rooms with air conditioning. It also offers massage services and free Wi-Fi in all areas.","Kraton, Yogyakarta


Show on map",7.9,Good,63 reviews
OYO 3778 Hotel Wisnugraha Syariah,OYO 3778 Hotel Wisnugraha Syariah features air-conditioned rooms with satellite TV in the Umbulharjo district of Yogyakarta.,"Umbulharjo, Yogyakarta


Show on map",7.5,Good,11 reviews
OYO 804 Ndalem Maharani Residence,"A 10-minute walk from Malioboro Street, Ndalem Maharani Residence features a small gym and simple rooms with air conditioning. It also offers massage services and free Wi-Fi in all areas.","Kraton, Yogyakarta


Show on map",7.9,Good,63 reviews
Homestay / Guest House Dekat Malioboro,"Offering a terrace and garden view, Homestay / Guest House Dekat Malioboro is located in Yogyakarta, 6 km from Sultan's Palace and 6 km from Fort Vredeburg.","Yogyakarta


Show on map",9.1,Superb,4 reviews
Satya Graha,"Featuring an outdoor pool , Satya Graha offers accommodation in Yogyakarta. The property provides a 24-hour front desk and free parking. Free WiFi can be accessed throughout.","Umbulharjo, Yogyakarta


Show on map",6.9,Review score,35 reviews
RedDoorz Plus @ Prawirotaman Area,"Cristalit is located in the heart of Yogyakarta City, a 10-minute drive from Yogyakarta Royal Palace and the Malioboro area. It offers an outdoor pool and free Wi-Fi access.","Mergangsan, Yogyakarta


Show on map",6.4,Review score,24 reviews
OYO 3263 House 140,"Featuring 2-star accommodation, OYO 3263 House 140 is set in Yogyakarta, 5 km from Scientific Park and 5 km from Sultan's Palace.","Yogyakarta


Show on map",6.5,Review score,6 reviews
Hotel Indah Palace Yogyakarta,"Hotel Indah Palace is located in the heart of Yogyakarta, a 20-minute drive from Adisutjipto Airport. The hotel features Javanese architecture and offers an outdoor pool, free parking and WiFi.","Mergangsan, Yogyakarta


Show on map",8.1,Very good,158 reviews
Snooze,"Snooze in Yogyakarta provides adults-only accommodation with a shared lounge, a garden and a terrace.","Kraton, Yogyakarta


Show on map",9.5,Exceptional,665 reviews
Airlangga Hotel,"Featuring an outdoor pool and a garden, Airlangga Hotel offers accommodation in Yogyakarta. Free WiFi is accessible throughout and free private parking is available on site.","Mergangsan, Yogyakarta


Show on map",7.7,Good,96 reviews
Rumah Panjaitan,"Situated in Yogyakarta, 1.8 km from Museum Sonobudoyo, Rumah Panjaitan provides a garden and rooms with free WiFi access.","Mantrijeron, Yogyakarta


Show on map",8.7,Fabulous,242 reviews
Hotel Kirana,"Hotel Kirana is located in the Prawirotaman Area, a 15-minute drive from Tugu Railway Station. It offers free parking on site and free Wi-Fi access.","Mergangsan, Yogyakarta


Show on map",8.4,Very good,8 reviews
RedDoorz @ Seturan Raya,"Situated in Yogyakarta, 6 km from Tugu Monument, RedDoorz @ Seturan Raya features accommodation with free WiFi and free private parking.","Catur Tunggal, Yogyakarta


Show on map",6.9,Review score,22 reviews
Le Krasak Boutique Hotel,"A 10-minute drive from Malioboro Street, Le Krasak Boutique Hotel offers modern rooms with air conditioning. The non-smoking property also houses a restaurant and an indoor pool.","Yogyakarta


Show on map",7.9,Good,39 reviews
Hotel Nugraha,"Located in Yogyakarta, 2.4 km from Sultan's Palace, Hotel Nugraha provides accommodation with free WiFi and free private parking.","Mantrijeron, Yogyakarta


Show on map",7.4,Good,8 reviews
The Mangkoro by Yuwono Hospitality,"Located in Yogyakarta, within 6 km of Scientific Park and 7 km of Sultan's Palace, The Mangkoro by Yuwono Hospitality provides accommodation with a garden and free WiFi throughout the property as well...","Yogyakarta


Show on map",8.8,Fabulous,32 reviews
Pondok Sare,"Pondok Sare, a property with a garden and a terrace, is set in Yogyakarta, 8 km from Malioboro Mall, 9 km from Yogyakarta Presidential Palace, as well as 9 km from Fort Vredeburg.","Yogyakarta


Show on map",8.7,Fabulous,14 reviews
RedDoorz near UMY Yogyakarta 2,"Located within 6 km of Museum Sonobudoyo and 7 km of Scientific Park, RedDoorz near UMY Yogyakarta 2 provides rooms with air conditioning and a private bathroom in Yogyakarta.","Yogyakarta


Show on map",7.9,Good,19 reviews
RedDoorz Syariah near Galeria Mall Yogyakarta,"Ideally set in the Gondokusuman district of Yogyakarta, RedDoorz Syariah near Galeria Mall Yogyakarta is set 700 metres from Tugu Monument, 2.9 km from Malioboro Mall and 3.7 km from Fort Vredeburg.","Gondokusuman, Yogyakarta


Show on map",7.1,Good,31 reviews
RedDoorz Plus Syariah near Lempuyangan Station 3,"Set within 1.5 km of Scientific Park and 1.6 km of Sultan's Palace, RedDoorz Plus Syariah near Lempuyangan Station 3 offers rooms with air conditioning and a private bathroom in Yogyakarta.","Danurejan, Yogyakarta


Show on map",7.1,Good,37 reviews
OYO 647 Irooms Residence,"Located within 17 km of Yogyakarta Presidential Palace and 17 km of Scientific Park, OYO 647 Irooms Residence provides rooms in Yogyakarta.","Yogyakarta


Show on map",8.2,Very good,22 reviews
OYO 594 Joglo Manggisan Syariah,"Boasting a garden, OYO 594 Joglo Manggisan Syariah is set in Yogyakarta in the Yogyakarta Province region, 8 km from Scientific Park and 9 km from Sultan's Palace.","Yogyakarta


Show on map",8.8,Fabulous,26 reviews
Posnya Seni Godod Art Gallery & Homestay,"Situated 2.8 km from Museum Sonobudoyo, Posnya Seni Godod Art Gallery & Homestay features accommodation with a shared lounge, a terrace and a 24-hour front desk for your convenience.","Mantrijeron, Yogyakarta


Show on map",9.1,Superb,105 reviews
Hotel Atalie Malioboro Manage By Yuwono Hospitality,"Set in Yogyakarta, less than 1 km from Fort Vredeburg, Hotel Atalie Malioboro Manage By Yuwono Hospitality offers accommodation with free WiFi and free private parking.","Danurejan, Yogyakarta


Show on map",7.4,Good,16 reviews
OYO 594 Joglo Manggisan Syariah,"Boasting a garden, OYO 594 Joglo Manggisan Syariah is set in Yogyakarta in the Yogyakarta Province region, 8 km from Scientific Park and 9 km from Sultan's Palace.","Yogyakarta


Show on map",8.8,Fabulous,26 reviews
Posnya Seni Godod Art Gallery & Homestay,"Situated 2.8 km from Museum Sonobudoyo, Posnya Seni Godod Art Gallery & Homestay features accommodation with a shared lounge, a terrace and a 24-hour front desk for your convenience.","Mantrijeron, Yogyakarta


Show on map",9.1,Superb,105 reviews
Hotel Atalie Malioboro Manage By Yuwono Hospitality,"Set in Yogyakarta, less than 1 km from Fort Vredeburg, Hotel Atalie Malioboro Manage By Yuwono Hospitality offers accommodation with free WiFi and free private parking.","Danurejan, Yogyakarta


Show on map",7.4,Good,16 reviews
Pawon Cokelat Guesthouse,"Featuring a garden, terrace and views of city, Pawon Cokelat Guesthouse is set in Yogyakarta, 500 metres from Malioboro Mall.","Gedongtengen, Yogyakarta


Show on map",8.0,Very good,246 reviews
Wanderlust Homestay,"Located in Yogyakarta, 1.3 km from Malioboro Mall and 2 km from Yogyakarta Presidential Palace, Wanderlust Homestay provides accommodation with free WiFi, air conditioning and access to a garden with...","Gedongtengen, Yogyakarta


Show on map",7.4,Good,26 reviews
RedDoorz Plus @ Rumah Kandjani,"RedDoorz Plus @ Rumah Kandjani is situated in Yogyakarta, within 4.2 km of Tugu Monument and 6 km of Malioboro Mall.","Yogyakarta


Show on map",9.0,Superb,31 reviews
Villa Pohon,"Located just 14 km from Museum Sonobudoyo in Yogyakarta, Villa Pohon provides a getaway with a restaurant, outdoor pool, free WiFi, and a 24-hour front desk.","Yogyakarta


Show on map",6.5,Review score,17 reviews
RedDoorz @ Swakarya Kaliurang,"Situated in Yogyakarta, 4.3 km from Tugu Monument, RedDoorz @ Swakarya Kaliurang features air-conditioned accommodation with free WiFi.","Catur Tunggal, Yogyakarta


Show on map",7.1,Good,36 reviews
Jaya Homestay,"Set just 4 km from Scientific Park, Jaya Homestay offers accommodation in Yogyakarta with access to a shared lounge, a garden, as well as a shared kitchen.","Yogyakarta


Show on map",8.7,Fabulous,46 reviews
Ndalem Mantrijeron Hotel,"Set in Yogyakarta, 2.4 km from Scientific Park, Ndalem Mantrijeron Hotel offers accommodation with a shared lounge, free private parking and a garden.","Mantrijeron, Yogyakarta


Show on map",8.6,Fabulous,190 reviews
RedDoorz near Hartono Mall 3,"RedDoorz near Hartono Mall 3 is situated in Yogyakarta, within 5 km of Tugu Monument and 8 km of Malioboro Mall.","Yogyakarta


Show on map",7.1,Good,15 reviews
Bedhots Homestay,"Situated in Yogyakarta, 6 km from Museum Sonobudoyo and 6 km from Scientific Park, Bedhots Homestay features accommodation with free WiFi, air conditioning, a restaurant and a shared lounge.","Yogyakarta


Show on map",9.1,Superb,153 reviews
OYO 999 Garuda Guesthouse,"Located in Yogyakarta, 10 km from Tugu Monument, OYO 999 Garuda Guesthouse provides air-conditioned rooms with free WiFi and express check-in and check-out.","Yogyakarta


Show on map",7.8,Good,38 reviews
RedDoorz Plus near STIE YKPN,"Located in Yogyakarta, 6 km from Tugu Monument, RedDoorz Plus near STIE YKPN provides accommodation with free WiFi and free private parking.","Yogyakarta


Show on map",8.1,Very good,94 reviews
Farmhouse Homestay Jogja,"Farmhouse Homestay Jogja is a holiday home with a garden, located in Depok in the Yogyakarta Province Region. The air-conditioned unit is 7 km from Yogyakarta. The kitchenette features a fridge.","Yogyakarta


Show on map",8.6,Fabulous,10 reviews
Villa Mata Air,"Set just 14 km from Museum Sonobudoyo in Yogyakarta, Villa Mata Air offers a getaway with a restaurant, outdoor pool, free WiFi, and room service.","Yogyakarta


Show on map",7.1,Good,17 reviews
Santai Sini Hostel,"Set in Yogyakarta, 1.9 km from Scientific Park, Santai Sini Hostel offers accommodation with a shared lounge, free private parking and a garden.","Mergangsan, Yogyakarta


Show on map",9.4,Superb,101 reviews
Villa Mata Air,"Set just 14 km from Museum Sonobudoyo in Yogyakarta, Villa Mata Air offers a getaway with a restaurant, outdoor pool, free WiFi, and room service.","Yogyakarta


Show on map",7.1,Good,17 reviews
Santai Sini Hostel,"Set in Yogyakarta, 1.9 km from Scientific Park, Santai Sini Hostel offers accommodation with a shared lounge, free private parking and a garden.","Mergangsan, Yogyakarta


Show on map",9.4,Superb,101 reviews
KoolKost Female Syariah @ Gejayan Jogja,"Located in Yogyakarta, 3.9 km from Tugu Monument, KoolKost Female Syariah @ Gejayan Jogja provides accommodation with free WiFi and free private parking.","Catur Tunggal, Yogyakarta


Show on map",8.5,Very good,6 reviews
Cabin Hotel Bhayangkara,"Located just a 5-minute walk from the famous Malioboro Street in Yogyakarta, Cabin Hotel Bhayangkara offers cosy accommodation with free WiFi access in public areas.","Ngampilan, Yogyakarta


Show on map",8.1,Very good,25 reviews
OYO 2347 Griya Patran Near RS Queen Latifa,"Set within 5 km of Malioboro Mall and 5 km of Scientific Park, OYO 2347 Griya Patran Near RS Queen Latifa offers rooms in Yogyakarta.","Yogyakarta


Show on map",6.9,Review score,10 reviews
Laura's Backpacker 523,Laura's Backpacker 523 in Yogyakarta provides adults-only accommodation with a garden and a terrace.,"Danurejan, Yogyakarta


Show on map",8.8,Fabulous,289 reviews
Jiwanta Homestay,"Set just 3.4 km from Tugu Monument, Jiwanta Homestay offers accommodation in Yogyakarta with access to a garden, barbecue facilities, as well as a 24-hour front desk.","Tegalrejo, Yogyakarta


Show on map",9.3,Superb,3 reviews
La Javanaise Home Stay Malioboro,"Set within 1.3 km of Malioboro Mall and 2.1 km of Yogyakarta Presidential Palace in Yogyakarta, La Javanaise Home Stay Malioboro offers accommodation with free WiFi and seating area.","Gedongtengen, Yogyakarta


Show on map",7.3,Good,165 reviews
RedDoorz near Pojok Beteng Yogyakarta,"Set within 2.5 km of Scientific Park and 2.6 km of Sultan's Palace, RedDoorz near Pojok Beteng Yogyakarta offers rooms with air conditioning and a private bathroom in Yogyakarta.","Mergangsan, Yogyakarta


Show on map",7.8,Good,74 reviews
Home Addicts Hostel,"Boasting a shared lounge, garden and views of garden, Home Addicts Hostel is set in Yogyakarta, 1.8 km from Museum Sonobudoyo.","Wirobrajan, Yogyakarta


Show on map",8.7,Fabulous,58 reviews
OYO 2041 Griya Aneka,"Conveniently located in the Wirobrajan district of Yogyakarta, OYO 2041 Griya Aneka is set 1.1 km from Museum Sonobudoyo, 1.5 km from Yogyakarta Presidential Palace and 1.8 km from Scientific Park.","Wirobrajan, Yogyakarta


Show on map",6.9,Review score,19 reviews
RedDoorz Syariah near Gembira Loka Zoo,"Set within 4.1 km of Scientific Park and 4.2 km of Sultan's Palace, RedDoorz Syariah near Gembira Loka Zoo offers rooms with air conditioning and a private bathroom in Yogyakarta.","Kotagede, Yogyakarta


Show on map",8.1,Very good,17 reviews
Aloha Hotel Yogyakarta,"A 5-minute drive from the vibrant Malioboro Street, Aloha Hotel Yogyakarta offers tour arrangements and air-conditioned rooms with en suite bathrooms. Free Wi-Fi is accessible in all areas.","Mergangsan, Yogyakarta


Show on map",9.3,Superb,441 reviews
Griya Asih,"Located in Yogyakarta, within 1.7 km of Museum Sonobudoyo and 1.8 km of Scientific Park, Griya Asih provides accommodation with a garden and free WiFi as well as free private parking for guests who...","Kraton, Yogyakarta


Show on map",9.3,Superb,63 reviews
RedDoorz Plus @ Pogung Raya,"Located within 5 km of Tugu Monument and 6 km of Malioboro Mall, RedDoorz Plus @ Pogung Raya provides rooms with air conditioning and a private bathroom in Yogyakarta.","Sinduadi, Yogyakarta


Show on map",7.7,Good,42 reviews
ArFe Room Apartemen Taman Melati Yogyakarta Sinduadi,"Boasting an outdoor swimming pool, a fitness centre, a shared lounge and a garden, ArFe Room Apartemen Taman Melati Yogyakarta Sinduadi is situated in the Mlati district of Yogyakarta, only 3.8 km...","Sinduadi, Yogyakarta


Show on map",7.2,Good,3 reviews
Malioboro Garden Hotel,"Boasting a shared lounge, garden and views of garden, Malioboro Garden Hotel is situated in Yogyakarta, 1.1 km from Malioboro Mall.","Danurejan, Yogyakarta


Show on map",6.8,Review score,48 reviews
nDalem Natan Royal Heritage,"Situated in Yogyakarta, within 6 km of Scientific Park and 6 km of Sultan's Palace, nDalem Natan Royal Heritage features accommodation with a restaurant and a garden, and free WiFi throughout the...","Yogyakarta


Show on map",7.5,Good,7 reviews
Simply Stay Homestay Jogja,"Situated 13 km from Tugu Monument and 15 km from Malioboro Mall in Yogyakarta, Simply Stay Homestay Jogja offers accommodation with a kitchen.","Yogyakarta


Show on map",7.4,Good,7 reviews
RedDoorz Plus near Jogja Kembali Monument,"Set in Yogyakarta, 3.3 km from Tugu Monument, RedDoorz Plus near Jogja Kembali Monument offers accommodation with free WiFi and free private parking.","Sinduadi, Yogyakarta


Show on map",6.3,Review score,29 reviews
RedDoorz near Candi Ratu Boko,"Set in Yogyakarta, 16 km from Tugu Monument, RedDoorz near Candi Ratu Boko offers accommodation with free WiFi and free private parking.","Yogyakarta


Show on map",6.5,Review score,13 reviews
RedDoorz near Universitas Muhammadiyah Yogyakarta,"Located in Yogyakarta, 5 km from Museum Sonobudoyo, RedDoorz near Universitas Muhammadiyah Yogyakarta provides accommodation with free WiFi and free private parking.","Yogyakarta


Show on map",7.8,Good,8 reviews
The Soemarsono Hotel,"A 15-minute drive from shopping area Malioboro Street, The Soemarsono Hotel provides air-conditioned rooms with garden views. This non-smoking hotel features free Wi-Fi, a terrace and a snack bar.","Catur Tunggal, Yogyakarta


Show on map",6.6,Review score,21 reviews
RedDoorz @ Jalan Palagan,"Situated within 5 km of Tugu Monument and 7 km of Malioboro Mall, RedDoorz @ Jalan Palagan features rooms with air conditioning and a private bathroom in Yogyakarta.","Yogyakarta


Show on map",6.6,Review score,6 reviews
Nugraha Residence,"Situated in Yogyakarta, 4.1 km from Tugu Monument, Nugraha Residence features accommodation with free WiFi and free private parking.","Yogyakarta


Show on map",7.9,Good,25 reviews
OYO 2008 Sellinas Family ResidenceÂ Near RSUP Dr Sardjito,"Boasting a shared lounge, OYO 2008 Sellinas Family ResidenceÂ Near RSUP Dr Sardjito is situated in Yogyakarta and is 3.8 km from Tugu Monument. The property is located 5 km from Fort Vredeburg.","Catur Tunggal, Yogyakarta


Show on map",7.7,Good,27 reviews
De Hostel Yogyakarta,"Featuring a shared lounge, garden and views of garden, De Hostel Yogyakarta is located in Yogyakarta, 3 km from Scientific Park.","Mergangsan, Yogyakarta


Show on map",8.9,Fabulous,100 reviews
Rumah Mba Ayu,"Located in Yogyakarta, 3.7 km from Scientific Park, Rumah Mba Ayu provides accommodation with a shared lounge, free private parking, a garden and a terrace.","Umbulharjo, Yogyakarta


Show on map",9.1,Superb,9 reviews
Grand Omah Sastro,"Featuring a terrace, Grand Omah Sastro is located in Yogyakarta in the Yogyakarta Province region, 4 km from Tugu Monument and 6 km from Malioboro Mall.","Yogyakarta


Show on map",7.9,Good,37 reviews
Amaya Suites Hotel,"Situated in Yogyakarta, 3.9 km from Tugu Monument, Amaya Suites Hotel features accommodation with a bar, free private parking, a shared lounge and a terrace.","Sinduadi, Yogyakarta


Show on map",6.4,Review score,11 reviews
Hotel Graha Kinasih Kotabaru,"A 15-minute drive from the royal palace of Yogyakarta, Hotel Graha Kinasih Kotabaru offers air-conditioned rooms with private terraces. A tour desk and free parking spaces are available on site.","Gondokusuman, Yogyakarta


Show on map",9.0,Superb,11 reviews
RedDoorz near AMIKOM Yogyakarta 2,"Situated within 5 km of Tugu Monument and 8 km of Malioboro Mall, RedDoorz near AMIKOM Yogyakarta 2 features rooms with air conditioning and a private bathroom in Yogyakarta.","Yogyakarta


Show on map",8.7,Fabulous,21 reviews
Andrea Hotel,"Located in Yogyakarta and with Malioboro Mall reachable within 600 metres, Andrea Hotel offers express check-in and check-out, rooms, a shared lounge, free WiFi and a terrace.","Gedongtengen, Yogyakarta


Show on map",8.2,Very good,97 reviews
Nueve Malioboro Hotel Yogyakarta,"Housing a restaurant, Nueve Hotel is conveniently situated a 10-minute walk from the lively Malioboro Street. It features modern rooms with air conditioning and en suite bathrooms.","Gondomanan, Yogyakarta


Show on map",7.3,Good,55 reviews
Vivo Apartment Pool Side by We Stay,"Boasting accommodation with a private pool, Vivo Apartment Pool Side by We Stay is situated in Yogyakarta. Guests benefit from a balcony and a year-round outdoor pool.","Catur Tunggal, Yogyakarta


Show on map",8.9,Fabulous,6 reviews
RedDoorz @ Sagan Jogja 2,"Situated in Yogyakarta, less than 1 km from Tugu Monument, RedDoorz @ Sagan Jogja 2 features accommodation with free WiFi and free private parking.","Gondokusuman, Yogyakarta


Show on map",8.2,Very good,6 reviews
Imperial Villa,"Situated 6 km from Sultan's Palace, 7 km from Fort Vredeburg and 7 km from Museum Sonobudoyo, Imperial Villa features accommodation set in Yogyakarta.","Yogyakarta


Show on map",9.5,Exceptional,20 reviews
Griya Langen Guesthouse,"Located in Yogyakarta, 1.8 km from Museum Sonobudoyo, Griya Langen Guesthouse provides accommodation with a shared lounge, free private parking, a garden and a terrace.","Kraton, Yogyakarta


Show on map",8.9,Fabulous,120 reviews
Ndalem Timoho,"Conveniently set in the Gondokusuman district of Yogyakarta, Ndalem Timoho is located 3.1 km from Tugu Monument, 4.2 km from Scientific Park and 4.3 km from Malioboro Mall.","Gondokusuman, Yogyakarta


Show on map",9.4,Superb,4 reviews
Omah Wienna,"Located in Yogyakarta, 2.4 km from Tugu Monument and 4.4 km from Malioboro Mall, Omah Wienna provides accommodation with free WiFi, air conditioning, a shared lounge and a terrace.","Tegalrejo, Yogyakarta


Show on map",9.2,Superb,9 reviews
Villa Mak Cik,"Situated in Yogyakarta, within 20 km of Tugu Monument and 22 km of Museum Sonobudoyo, OYO 1558 Villa Mak Cik features accommodation with a garden and free WiFi throughout the property as well as free...","Yogyakarta


Show on map",9.5,Exceptional,4 reviews
Hotel Amalia Malioboro,"Located in Yogyakarta, within 1.5 km of Malioboro Mall and 2.2 km of Yogyakarta Presidential Palace, Hotel Amalia Malioboro provides accommodation with a terrace and as well as free private parking...","Gedongtengen, Yogyakarta


Show on map",7.8,Good,72 reviews
RedDoorz @ Jalan Wonosari KM.9,"Situated in Yogyakarta, 8 km from Scientific Park, RedDoorz @ Jalan Wonosari KM.9 features rooms with air conditioning.","Yogyakarta


Show on map",7.2,Good,4 reviews
Hotel BIFA,"Set in Yogyakarta, 3.3 km from Scientific Park, Hotel BIFA offers accommodation with free WiFi and free private parking.","Umbulharjo, Yogyakarta


Show on map",6.9,Review score,13 reviews
OYO 524 Makuta Hotel Near RSUD Kota Yogyakarta,"OYO 524 Makuta Hotel enjoys a strategic location in the heart of Yogyakarta, a 5-minute drive from Malioboro Street.","Mergangsan, Yogyakarta


Show on map",7.8,Good,35 reviews
Front One Cabin Malioboro Jogja,"Well located in the Pakualaman district of Yogyakarta, Front One Cabin Malioboro Jogja is located less than 1 km from Scientific Park, a 12-minute walk from Sultan's Palace and 1.2 km from Fort...","Pakualaman, Yogyakarta


Show on map",8.5,Very good,80 reviews
Green Leaf Guest House,"Set within 3.6 km of Tugu Monument and 6 km of Malioboro Mall, Green Leaf Guest House offers rooms with air conditioning and a private bathroom in Yogyakarta.","Catur Tunggal, Yogyakarta


Show on map",6.8,Review score,29 reviews
RedDoorz Syariah near Taman Pelangi Jogja 2,"6 km from Tugu Monument, RedDoorz Syariah near Taman Pelangi Jogja 2 is situated in Yogyakarta and provides free WiFi and express check-in and check-out.","Yogyakarta


Show on map",8.5,Very good,7 reviews
RedDoorz near Jogja National Museum,"Well situated in the Wirobrajan district of Yogyakarta, RedDoorz near Jogja National Museum is set 2 km from Museum Sonobudoyo, 2.5 km from Malioboro Mall and 2.6 km from Scientific Park.","Wirobrajan, Yogyakarta


Show on map",8.3,Very good,11 reviews
Urban Fendi's Tirtodipuran,"Located in Yogyakarta, within 2.7 km of Scientific Park and 2.9 km of Yogyakarta Presidential Palace, Urban Fendi's Tirtodipuran provides accommodation with a garden and as well as free private...","Mantrijeron, Yogyakarta


Show on map",9.7,Exceptional,3 reviews
RedDoorz Plus @ Hotel Star 88,"RedDoorz Plus @ Hotel Star 88 is located in Yogyakarta, within 4 km of Malioboro Mall and 4.4 km of Tugu Monument. With free WiFi, this 2-star hotel offers a 24-hour front desk and a shared lounge.","Yogyakarta


Show on map",8.5,Very good,79 reviews
RedDoorz near Hartono Mall,"Located in Yogyakarta, within 5 km of Tugu Monument and 7 km of Malioboro Mall, RedDoorz near Hartono Mall provides accommodation with a restaurant and free WiFi as well as free private parking for...","Yogyakarta


Show on map",7.5,Good,27 reviews
